
Devices
1200
,,BP Load cell - Voltage,String Length - Voltage,Clutch Active - Voltage,#7 iPecs - Voltage,,,,,,,,,EMG 1-8 Left - Voltage,,,,,,,,Pylon Force - Voltage,EMG 9-16 Right - Voltage,,,,,,,,
Frame,Sub Frame,BP Load Cell,String Length,From Arduino Logic,A45,A135,A225,A315,S0,S90,S180,S270,ZSum,EMG 1 Glut Max,EMG 2 Glut Med,EMG 3 Biceps Femoris Long,EMG 4 Rectus Femoris,EMG 5 Vastus Medialis,EMG 6 Tib Ant,EMG 7 Med Gas,EMG 8 Soleus,Pylon volts,EMG 9 Glut Max,EMG 10 Glut Med,EMG 11 Biceps Femoris Long,EMG 12 Rectus Femoris,EMG 13 Vastus Medialis,EMG 14 Tib Ant,EMG 15 Med Gas,EMG 16 Soleus
,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
1,0,10.0097,0.000305176,0,-2.42959,0.0538499,-0.0759786,0.0513814,0.0749376,-0.0961982,0.143487,-0.126987,-0.0859274,0.0136185,0.0228882,0.0182343,0.018158,0.0166321,0.0111008,0.0236893,0.0182343,-9.97986,0.0145721,-0.000572205,0.0152588,0.00640869,0.0164032,0.00160217,0.0159073,0.00457764
1,1,10.0097,0.00305176,0,-2.42867,0.0547655,-0.075063,0.0519917,0.0709703,-0.0946723,0.143792,-0.126987,-0.0847066,0.00804901,0.0228119,0.0153351,0.0131989,0.0181961,0.00789642,0.0241089,0.0142288,-9.97986,0.0143051,-0.00648499,0.0117874,0.00648499,0.0138474,-0.00125885,0.0165176,0.00648499
1,2,10.0097,0.000305176,0,-2.42714,0.0559862,-0.0744527,0.0526021,0.0715807,-0.094062,0.145318,-0.127598,-0.0837911,0.0082016,0.021286,0.0187302,0.00789642,0.0174713,0.0121307,0.0219727,0.0186539,-9.97986,0.0126266,-0.00595093,0.0128937,0.00564575,0.0143814,-0.00164032,0.015564,0.00499725
1,3,10.0097,-0.000610352,0.000152588,-2.42806,0.0559862,-0.075063,0.0538228,0.07036,-0.0931465,0.145624,-0.125461,-0.0834859,0.00999451,0.0243759,0.0173569,0.01091,0.0203323,0.0119019,0.021553,0.0164413,-9.97986,0.014534,-0.00358582,0.0136566,0.00602722,0.0143433,-0.000762939,0.0202942,0.00858307
1,4,10.0097,-0.000915527,-0.000152588,-2.42623,0.0550706,-0.0741475,0.0535176,0.0712755,-0.0913154,0.145318,-0.125156,-0.0825704,0.00865936,0.022049,0.0153351,0.010643,0.0198364,0.0115967,0.0214386,0.0218964,-9.97986,0.0167465,-0.00312805,0.0130463,0.00881195,0.0159836,-0.00141144,0.0145721,0.00404358
1,5,10.0097,0.000610352,0.000152588,-2.42653,0.0550706,-0.0747579,0.0553487,0.0724962,-0.0919257,0.146234,-0.124546,-0.0813497,0.00911713,0.0214386,0.0216293,0.0131989,0.0210571,0.0146866,0.0239944,0.0229645,-9.97986,0.018425,-0.0030899,0.0128174,0.00801086,0.0181198,-0.00274658,0.0192642,0.00865936
1,6,10.0097,-0.000305176,0,-2.42501,0.0559862,-0.0729268,0.0547383,0.0724962,-0.0916206,0.146844,-0.124851,-0.0816549,0.0138474,0.0227737,0.0195694,0.00801086,0.0167084,0.00835419,0.0193405,0.02491,-9.97986,0.0234604,-0.00156403,0.0164413,0.00686646,0.0195313,-0.00278473,0.0163269,0.00675201
1,7,10.0097,0.0012207,-0.00213623,-2.42684,0.0547655,-0.0747579,0.0535176,0.0343492,-0.0965034,0.145013,-0.126987,-0.0822652,0.0120926,0.0198364,0.0189972,0.0170898,0.0208282,0.00827789,0.019989,0.0288773,-9.97986,0.0190353,-0.00419617,0.0119781,0.00804901,0.0188065,-0.00259399,0.0146103,0.00808716
1,8,2.88899,0.000305176,-0.00457764,-2.42623,0.0575121,-0.0735371,0.050771,-0.0120375,-0.0983344,0.146539,-0.129429,-0.0828756,0.00915527,0.0210571,0.0169754,0.010376,0.0212479,0.0111771,0.0206757,0.0275803,-9.97986,0.0244904,-0.00347137,0.0135422,0.00740051,0.0172806,-0.00362396,0.0169754,0.00659943
1,9,-4.4807,-0.000610352,-0.00442505,-2.4247,0.0562914,-0.0729268,0.0544332,-0.0160048,-0.0971137,0.146539,-0.129429,-0.0816549,0.0129318,0.0230789,0.0150681,0.0113297,0.0218964,0.0109482,0.0204086,0.0297928,-9.97986,0.0181961,0.000343323,0.0153351,0.00930786,0.0192261,-0.00110626,0.0189209,0.0102615
