
Devices
1200
,,BP Load cell - Voltage,String Length - Voltage,Clutch Active - Voltage,#7 iPecs - Voltage,,,,,,,,,EMG 1-8 Left - Voltage,,,,,,,,Pylon Force - Voltage,EMG 9-16 Right - Voltage,,,,,,,,
Frame,Sub Frame,BP Load Cell,String Length,From Arduino Logic,A45,A135,A225,A315,S0,S90,S180,S270,ZSum,EMG 1 Glut Max,EMG 2 Glut Med,EMG 3 Biceps Femoris Long,EMG 4 Rectus Femoris,EMG 5 Vastus Medialis,EMG 6 Tib Ant,EMG 7 Med Gas,EMG 8 Soleus,Pylon volts,EMG 9 Glut Max,EMG 10 Glut Med,EMG 11 Biceps Femoris Long,EMG 12 Rectus Femoris,EMG 13 Vastus Medialis,EMG 14 Tib Ant,EMG 15 Med Gas,EMG 16 Soleus
,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
1,0,8.39772,0.000915527,-0.00152588,-2.42562,0.0562914,-0.0738423,0.054128,0.0499132,-0.0919257,0.147455,-0.126682,-0.0813497,0.00759125,0.0305176,0.0432205,0.0973892,0.0141144,-0.00217438,0.0208282,0.00782013,-9.97986,0.0215149,-0.00190735,0.0159454,0.00930786,0.0204468,-0.00675201,0.0159836,0.00724792
1,1,7.75472,0,-0.000457764,-2.42592,0.055681,-0.0738423,0.0538228,0.0596788,-0.0931465,0.145013,-0.125461,-0.0825704,0.00938416,0.0393677,0.0450516,0.12104,0.0144958,-0.00549316,0.0227356,0.0105286,-9.97986,0.019722,-0.000648499,0.0127411,0.00984192,0.0197983,-0.0031662,0.0156784,0.00312805
1,2,7.76998,0,-0.000305176,-2.42562,0.055681,-0.075063,0.054128,0.0673082,-0.0922309,0.144098,-0.125766,-0.0825704,0.0101852,0.0244522,0.0405884,0.0992203,0.0133133,0.000343323,0.0232315,0.0143814,-9.97986,0.0195694,0.00236511,0.0136566,0.00843048,0.0213623,-0.00614166,0.0167847,0.00656128
1,3,8.44014,0.00183105,0.000762939,-2.42684,0.0562914,-0.0747579,0.054128,0.0834825,-0.0903999,0.145929,-0.125461,-0.0831808,0.00858307,0.0144196,0.0413132,0.0737381,0.0110626,-0.00244141,0.0152969,0.0156403,-9.97986,0.0224304,0.00114441,0.0168991,0.0106049,0.0196075,-0.00179291,0.0169373,0.00759125
1,4,10.0097,0.0012207,0.00198364,-2.42776,0.0547655,-0.0759786,0.0535176,0.110338,-0.0894843,0.143792,-0.124851,-0.0840963,0.0111008,0.0226593,0.0425339,0.0452042,0.0135422,-0.00263214,0.0218964,0.0203323,-9.97986,0.0203705,0.00164032,0.0153732,0.00644684,0.0183105,-0.0106812,0.0149155,0.00667572
1,5,10.0097,-0.000915527,0.00137329,-2.42928,0.0535448,-0.0768941,0.0529073,0.082567,-0.0946723,0.142267,-0.127292,-0.0865377,0.0109863,0.0284576,0.0400543,0.0445557,0.0164795,-0.000762939,0.0171661,0.0205994,-9.97986,0.0232697,0.000267029,0.0167084,0.00843048,0.0226593,-0.0101471,0.0164795,0.00659943
1,6,10.0097,0,-0.000762939,-2.42989,0.0538499,-0.0765889,0.0526021,0.0740221,-0.0949775,0.143792,-0.126682,-0.0868429,0.0104904,0.0304794,0.0333405,0.0604248,0.0139236,-0.00389099,0.0169373,0.0220871,-9.97986,0.0223923,-0.00087738,0.0122833,0.00972748,0.0177765,-0.0117111,0.0149918,0.0087738
1,7,10.0097,-0.000610352,-0.000305176,-2.42928,0.0541551,-0.0756734,0.0519917,0.0700548,-0.0943672,0.142877,-0.127292,-0.0850118,0.0109863,0.0286484,0.019989,0.0579834,0.0127029,-0.00164032,0.0121689,0.0191498,-9.97986,0.0205994,-0.00694275,0.0131226,0.00679016,0.0183487,-0.0177002,0.0141525,0.00350952
1,8,10.0097,0.000305176,-0.000305176,-2.42928,0.0541551,-0.0753682,0.0513814,0.0679186,-0.0946723,0.142877,-0.127292,-0.0865377,0.00720978,0.0337219,0.00526428,0.0551987,0.0159836,-0.000190735,0.0174713,0.019989,-9.97986,0.0233459,-0.00385284,0.0167084,0.0063324,0.0209808,-0.0127029,0.015564,0.00637054
1,9,10.0097,0.000305176,-0.000610352,-2.4302,0.0529344,-0.0759786,0.050771,0.0691393,-0.0943672,0.143792,-0.130649,-0.0871481,0.00659943,0.0302505,-0.0113678,0.04673,0.0112915,-0.00377655,0.0193405,0.0192642,-9.97986,0.0231934,-0.00389099,0.0117874,0.00423431,0.018425,-0.00930786,0.0151062,0.00587463
2,0,10.0097,-0.000305176,0.000305176,-2.42684,0.0553758,-0.0768941,0.0526021,0.0679186,-0.0943672,0.144403,-0.126987,-0.0859274,0.011673,0.0266647,-0.0187683,0.0470352,0.0137711,0.00106812,0.0281143,0.0201797,-9.97986,0.0192261,-0.00827789,0.0123596,0.00667572,0.0221252,-0.00850677,0.0183868,0.00465393
2,1,10.0097,-0.000915527,-0.000762939,-2.42745,0.0550706,-0.0753682,0.0532125,0.0697496,-0.0934516,0.145013,-0.126987,-0.0847066,0.0114441,0.0186157,-0.0284958,0.0400543,0.0146103,0.000724792,0.0257874,0.0194931,-9.97986,0.0221252,0.000724792,0.0136948,0.00427246,0.0218201,-0.00137329,0.0133896,0.00629425
