
Devices
1200
,,BP Load cell - Voltage,String Length - Voltage,Clutch Active - Voltage,#7 iPecs - Voltage,,,,,,,,,EMG 1-8 Left - Voltage,,,,,,,,Pylon Force - Voltage,EMG 9-16 Right - Voltage,,,,,,,,
Frame,Sub Frame,BP Load Cell,String Length,From Arduino Logic,A45,A135,A225,A315,S0,S90,S180,S270,ZSum,EMG 1 Glut Max,EMG 2 Glut Med,EMG 3 Biceps Femoris Long,EMG 4 Rectus Femoris,EMG 5 Vastus Medialis,EMG 6 Tib Ant,EMG 7 Med Gas,EMG 8 Soleus,Pylon volts,EMG 9 Glut Max,EMG 10 Glut Med,EMG 11 Biceps Femoris Long,EMG 12 Rectus Femoris,EMG 13 Vastus Medialis,EMG 14 Tib Ant,EMG 15 Med Gas,EMG 16 Soleus
,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
1,0,-9.99003,0.00183105,-0.00137329,-2.4247,0.0547655,-0.0738423,0.0565694,0.0468614,-0.0900947,0.144403,-0.126682,-0.0816549,0.0056076,0.0241089,0.0160217,0.0139236,0.0218201,0.0172806,0.0238419,0.0241089,-9.97986,0.01091,0.000305176,0.0170898,0.0157547,0.00148773,-0.00843048,0.0114822,0.0143051
1,1,-9.99003,-0.000610352,-0.000305176,-2.42592,0.0559862,-0.0747579,0.0535176,0.0593737,-0.0894843,0.146539,-0.127292,-0.0816549,0.00923157,0.0243378,0.0210953,0.0162888,0.0157547,0.017662,0.0306702,0.0226593,-9.97986,0.011673,-0.0012207,0.0125885,0.0172043,0.00461578,-0.00530243,0.0138855,0.0134659
1,2,-9.99003,0.00152588,-0.000305176,-2.42623,0.0547655,-0.0747579,0.0556539,0.0728014,-0.0922309,0.145624,-0.125461,-0.0831808,0.00606537,0.023613,0.020256,0.0136566,0.0184631,0.0159454,0.0315094,0.0266647,-9.97986,0.0115967,-0.00202179,0.0154495,0.017128,0.00518799,-0.0094986,0.0129318,0.0114822
1,3,-9.5695,0.00183105,0.00289917,-2.4247,0.0562914,-0.0744527,0.0574849,0.136278,-0.0852119,0.145318,-0.121799,-0.0825704,0.00831604,0.0220108,0.0171661,0.0135803,0.013237,0.0181198,0.0327301,0.0241852,-9.97986,0.0063324,-0.00202179,0.0124741,0.0345993,0.0327682,-0.0123215,0.0140762,0.0103378
1,4,-1.59495,0.000610352,0.00396729,-2.42776,0.0550706,-0.0753682,0.0550435,0.149706,-0.0858222,0.146539,-0.121189,-0.0831808,0.0126648,0.0262451,0.0196075,0.0165176,0.0131226,0.0199509,0.0370407,0.0243759,-9.97986,0.0177765,0.00087738,0.0094223,0.0361252,0.0349426,-0.0146484,0.0166702,0.00938416
1,5,6.5569,0.000915527,0.00549316,-2.42837,0.0532396,-0.0759786,0.0538228,0.154283,-0.0894843,0.143182,-0.122104,-0.085317,0.0145721,0.029068,0.0193405,0.0136185,0.013504,0.0161362,0.0429535,0.0299454,-9.97986,0.0314713,-0.00179291,0.0141144,0.0405121,0.0391006,-0.0139618,0.0147247,0.00598907
1,6,10.0097,0,0.00396729,-2.43172,0.0547655,-0.0765889,0.0504659,0.128649,-0.0955879,0.141351,-0.124241,-0.0877584,-0.00289917,0.0255966,0.0216293,0.018692,0.0161362,0.0156403,0.0482559,0.0240707,-9.97986,0.042038,0.00225067,0.0152969,0.0429535,0.044632,-0.0094223,0.0153351,0.00621796
1,7,10.0097,0,0.00137329,-2.43081,0.0553758,-0.0768941,0.050771,0.0914171,-0.0968086,0.141961,-0.126377,-0.0886739,-0.0234604,0.0272369,0.0246429,0.0150681,0.0156021,0.0171661,0.0517654,0.02491,-9.97986,0.0352859,-0.00408173,0.0152969,0.0400925,0.0434875,-0.0101852,0.0165176,0.00301361
1,8,10.0097,0.000915527,0.000152588,-2.42989,0.0532396,-0.0762837,0.0501607,0.0779894,-0.0961982,0.142877,-0.126987,-0.0877584,-0.0280762,0.025444,0.0216293,0.0163269,0.0111771,0.018158,0.0536346,0.025177,-9.97986,0.0313187,-0.000419617,0.0118256,0.0406647,0.0378418,-0.0114059,0.0151443,0.00576019
